"reg_code","Region","lt_code","Land_Type","own_code","Ownership","cnty_code","County","area_ac"
"8","Sierra_Cascades","30","Sparse","7","Private","15","Kern",43171.7320140146
"8","Sierra_Cascades","30","Sparse","7","Private","18","Lassen",3916.37321255086
"8","Sierra_Cascades","30","Sparse","7","Private","19","Los Angeles",57.1554750497201
"8","Sierra_Cascades","30","Sparse","7","Private","20","Madera",1331.92272401857
"8","Sierra_Cascades","30","Sparse","7","Private","22","Mariposa",2238.40411041024
"8","Sierra_Cascades","30","Sparse","7","Private","24","Merced",1.1119742227572
"8","Sierra_Cascades","30","Sparse","7","Private","25","Modoc",168.35289732544
"8","Sierra_Cascades","30","Sparse","7","Private","26","Mono",691.203176865875
"8","Sierra_Cascades","30","Sparse","7","Private","29","Nevada",6496.82059388122
"8","Sierra_Cascades","30","Sparse","7","Private","31","Placer",4554.20162672439
"8","Sierra_Cascades","30","Sparse","7","Private","32","Plumas",4791.94171554988
"8","Sierra_Cascades","30","Sparse","7","Private","34","Sacramento",28.2441452580329
"8","Sierra_Cascades","30","Sparse","7","Private","45","Shasta",1704.87887833134
"8","Sierra_Cascades","30","Sparse","7","Private","46","Sierra",3415.98481231012
"8","Sierra_Cascades","30","Sparse","7","Private","47","Siskiyou",8498.59658968873
"8","Sierra_Cascades","30","Sparse","7","Private","50","Stanislaus",12.6765061394321
"8","Sierra_Cascades","30","Sparse","7","Private","52","Tehama",1242.74239135345
"8","Sierra_Cascades","30","Sparse","7","Private","54","Tulare",3632.15260121412
"8","Sierra_Cascades","30","Sparse","7","Private","55","Tuolumne",2096.07140989732
"8","Sierra_Cascades","30","Sparse","7","Private","58","Yuba",421.438230424979
"8","Sierra_Cascades","30","Sparse","8","State_gov","2","Alpine",451.239139594872
"8","Sierra_Cascades","30","Sparse","8","State_gov","3","Amador",0.44478968910288
"8","Sierra_Cascades","30","Sparse","8","State_gov","4","Butte",956.07543672664
"8","Sierra_Cascades","30","Sparse","8","State_gov","5","Calaveras",10.0077680048148
"8","Sierra_Cascades","30","Sparse","8","State_gov","9","El Dorado",58.7122389615802
"8","Sierra_Cascades","30","Sparse","8","State_gov","10","Fresno",8.67339893750616
"8","Sierra_Cascades","30","Sparse","8","State_gov","14","Inyo",19.1259566314238
"8","Sierra_Cascades","30","Sparse","8","State_gov","15","Kern",739.685252978089
"8","Sierra_Cascades","30","Sparse","8","State_gov","18","Lassen",24.241038056107
"8","Sierra_Cascades","30","Sparse","8","State_gov","20","Madera",6.22705564744032
"8","Sierra_Cascades","30","Sparse","8","State_gov","22","Mariposa",7.11663502564608
"8","Sierra_Cascades","30","Sparse","8","State_gov","26","Mono",719.892111813011
"8","Sierra_Cascades","30","Sparse","8","State_gov","29","Nevada",374.957707913728
"8","Sierra_Cascades","30","Sparse","8","State_gov","31","Placer",52.7075781586913
"8","Sierra_Cascades","30","Sparse","8","State_gov","32","Plumas",357.388515194164
"8","Sierra_Cascades","30","Sparse","8","State_gov","34","Sacramento",0.22239484455144
"8","Sierra_Cascades","30","Sparse","8","State_gov","45","Shasta",216.612578593103
"8","Sierra_Cascades","30","Sparse","8","State_gov","46","Sierra",903.367858567949
"8","Sierra_Cascades","30","Sparse","8","State_gov","47","Siskiyou",587.567179304904
"8","Sierra_Cascades","30","Sparse","8","State_gov","52","Tehama",39.5862823301563
"8","Sierra_Cascades","30","Sparse","8","State_gov","54","Tulare",60.4913977179917
"8","Sierra_Cascades","30","Sparse","8","State_gov","55","Tuolumne",22.239484455144
"8","Sierra_Cascades","30","Sparse","8","State_gov","58","Yuba",27.5769607243786
"8","Sierra_Cascades","30","Sparse","9","USFS_nonwild","2","Alpine",16495.0256203803
"8","Sierra_Cascades","30","Sparse","9","USFS_nonwild","3","Amador",4135.87692412313
"8","Sierra_Cascades","30","Sparse","9","USFS_nonwild","4","Butte",825.529662974945
"8","Sierra_Cascades","30","Sparse","9","USFS_nonwild","5","Calaveras",1013.45330662091
"8","Sierra_Cascades","30","Sparse","9","USFS_nonwild","9","El Dorado",11488.2504849937
"8","Sierra_Cascades","30","Sparse","9","USFS_nonwild","10","Fresno",14021.5501592792
"8","Sierra_Cascades","30","Sparse","9","USFS_nonwild","14","Inyo",15051.2382895524
"8","Sierra_Cascades","30","Sparse","9","USFS_nonwild","15","Kern",8855.54031519379
"8","Sierra_Cascades","30","Sparse","9","USFS_nonwild","18","Lassen",8045.35589649289
"8","Sierra_Cascades","30","Sparse","9","USFS_nonwild","20","Madera",5373.28183920734
"8","Sierra_Cascades","30","Sparse","9","USFS_nonwild","22","Mariposa",2308.45848644395
"8","Sierra_Cascades","30","Sparse","9","USFS_nonwild","25","Modoc",1051.03803535011
"8","Sierra_Cascades","30","Sparse","9","USFS_nonwild","26","Mono",15864.0914463879
"8","Sierra_Cascades","30","Sparse","9","USFS_nonwild","29","Nevada",12061.5843942473
"8","Sierra_Cascades","30","Sparse","9","USFS_nonwild","31","Placer",8510.38351644995
"8","Sierra_Cascades","30","Sparse","9","USFS_nonwild","32","Plumas",31662.131623944
"8","Sierra_Cascades","30","Sparse","9","USFS_nonwild","45","Shasta",3024.12509621048
"8","Sierra_Cascades","30","Sparse","9","USFS_nonwild","46","Sierra",10343.5842200875
"8","Sierra_Cascades","30","Sparse","9","USFS_nonwild","47","Siskiyou",7429.76696677451
"8","Sierra_Cascades","30","Sparse","9","USFS_nonwild","52","Tehama",1152.22768962101
"8","Sierra_Cascades","30","Sparse","9","USFS_nonwild","54","Tulare",16929.8075414784
"8","Sierra_Cascades","30","Sparse","9","USFS_nonwild","55","Tuolumne",9544.51954361415
"8","Sierra_Cascades","30","Sparse","9","USFS_nonwild","58","Yuba",205.937626054633
"8","Sierra_Cascades","40","Desert","1","BLM","14","Inyo",18055.5702445978
"8","Sierra_Cascades","40","Desert","1","BLM","15","Kern",103036.198665216
"8","Sierra_Cascades","40","Desert","1","BLM","19","Los Angeles",0.22239484455144
"8","Sierra_Cascades","40","Desert","1","BLM","26","Mono",4.22550204647736
"8","Sierra_Cascades","40","Desert","1","BLM","52","Tehama",1.1119742227572
"8","Sierra_Cascades","40","Desert","2","DoD","15","Kern",11.7869267612263
"8","Sierra_Cascades","40","Desert","2","DoD","20","Madera",0.22239484455144
"8","Sierra_Cascades","40","Desert","2","DoD","54","Tulare",40.2534668638106
"8","Sierra_Cascades","40","Desert","3","Easement","15","Kern",4283.76949574984
"8","Sierra_Cascades","40","Desert","3","Easement","19","Los Angeles",1.55676391186008
"8","Sierra_Cascades","40","Desert","3","Easement","20","Madera",13.7884803621893
"8","Sierra_Cascades","40","Desert","3","Easement","52","Tehama",2.00155360096296
"8","Sierra_Cascades","40","Desert","4","Local_gov","14","Inyo",4004.44157099323
"8","Sierra_Cascades","40","Desert","4","Local_gov","15","Kern",0.88957937820576
"8","Sierra_Cascades","40","Desert","4","Local_gov","50","Stanislaus",5.11508142468312
"8","Sierra_Cascades","40","Desert","6","Other_fed","9","El Dorado",1.33436906730864
"8","Sierra_Cascades","40","Desert","6","Other_fed","10","Fresno",0.88957937820576
"8","Sierra_Cascades","40","Desert","6","Other_fed","14","Inyo",4525.2902969327
"8","Sierra_Cascades","40","Desert","6","Other_fed","15","Kern",2509.2810310739
"8","Sierra_Cascades","40","Desert","6","Other_fed","20","Madera",12.2317164503292
"8","Sierra_Cascades","40","Desert","6","Other_fed","26","Mono",0.88957937820576
"8","Sierra_Cascades","40","Desert","6","Other_fed","31","Placer",0.88957937820576
"8","Sierra_Cascades","40","Desert","6","Other_fed","52","Tehama",2.66873813461728
"8","Sierra_Cascades","40","Desert","6","Other_fed","54","Tulare",0.44478968910288
"8","Sierra_Cascades","40","Desert","7","Private","4","Butte",1.55676391186008
"8","Sierra_Cascades","40","Desert","7","Private","9","El Dorado",0.66718453365432
"8","Sierra_Cascades","40","Desert","7","Private","10","Fresno",3.55831751282304
"8","Sierra_Cascades","40","Desert","7","Private","14","Inyo",391.859716099637
"8","Sierra_Cascades","40","Desert","7","Private","15","Kern",56430.9126461715
"8","Sierra_Cascades","40","Desert","7","Private","19","Los Angeles",21.5722999214897
"8","Sierra_Cascades","40","Desert","7","Private","20","Madera",840.20772271534
"8","Sierra_Cascades","40","Desert","7","Private","22","Mariposa",405.425801617275
"8","Sierra_Cascades","40","Desert","7","Private","24","Merced",391.192531565983
"8","Sierra_Cascades","40","Desert","7","Private","29","Nevada",0.66718453365432
"8","Sierra_Cascades","40","Desert","7","Private","31","Placer",1.55676391186008
"8","Sierra_Cascades","40","Desert","7","Private","34","Sacramento",0.22239484455144
"8","Sierra_Cascades","40","Desert","7","Private","45","Shasta",2.89113297916872
"8","Sierra_Cascades","40","Desert","7","Private","50","Stanislaus",241.520801182864
"8","Sierra_Cascades","40","Desert","7","Private","52","Tehama",26.6873813461728
"8","Sierra_Cascades","40","Desert","7","Private","54","Tulare",1856.55216231542
"8","Sierra_Cascades","40","Desert","8","State_gov","14","Inyo",2.00155360096296
"8","Sierra_Cascades","40","Desert","8","State_gov","15","Kern",1282.10627883905
"8","Sierra_Cascades","40","Desert","8","State_gov","52","Tehama",2.89113297916872
"8","Sierra_Cascades","40","Desert","9","USFS_nonwild","14","Inyo",10162.9996063117
"8","Sierra_Cascades","40","Desert","9","USFS_nonwild","15","Kern",1209.16076982618
"8","Sierra_Cascades","40","Desert","9","USFS_nonwild","26","Mono",67.3856378990863
"8","Sierra_Cascades","40","Desert","9","USFS_nonwild","52","Tehama",27.1321710352757
"8","Sierra_Cascades","50","Shrubland","1","BLM","2","Alpine",1691.53518765825
"8","Sierra_Cascades","50","Shrubland","1","BLM","3","Amador",215.055814681242
"8","Sierra_Cascades","50","Shrubland","1","BLM","4","Butte",553.763162933086
"8","Sierra_Cascades","50","Shrubland","1","BLM","5","Calaveras",4128.31549940838
"8","Sierra_Cascades","50","Shrubland","1","BLM","9","El Dorado",2462.13332402899
"8","Sierra_Cascades","50","Shrubland","1","BLM","10","Fresno",938.506244007077
"8","Sierra_Cascades","50","Shrubland","1","BLM","14","Inyo",20271.5124757083
"8","Sierra_Cascades","50","Shrubland","1","BLM","15","Kern",71924.4942815367
"8","Sierra_Cascades","50","Shrubland","1","BLM","18","Lassen",4278.8768091697
"8","Sierra_Cascades","50","Shrubland","1","BLM","19","Los Angeles",10.4525576939177
"8","Sierra_Cascades","50","Shrubland","1","BLM","20","Madera",756.80965600855
"8","Sierra_Cascades","50","Shrubland","1","BLM","22","Mariposa",16320.8904570965
"8","Sierra_Cascades","50","Shrubland","1","BLM","25","Modoc",248.415041363958
"8","Sierra_Cascades","50","Shrubland","1","BLM","26","Mono",930.500029603225
"8","Sierra_Cascades","50","Shrubland","1","BLM","29","Nevada",211.719892012971
"8","Sierra_Cascades","50","Shrubland","1","BLM","31","Placer",745.467518936427
"8","Sierra_Cascades","50","Shrubland","1","BLM","32","Plumas",3803.17423667418
"8","Sierra_Cascades","50","Shrubland","1","BLM","34","Sacramento",1.1119742227572
"8","Sierra_Cascades","50","Shrubland","1","BLM","45","Shasta",7482.69693977775
"8","Sierra_Cascades","50","Shrubland","1","BLM","46","Sierra",1291.22446746566
"8","Sierra_Cascades","50","Shrubland","1","BLM","47","Siskiyou",26331.3272000459
"8","Sierra_Cascades","50","Shrubland","1","BLM","52","Tehama",11042.7936113572
"8","Sierra_Cascades","50","Shrubland","1","BLM","54","Tulare",21981.7288303089
"8","Sierra_Cascades","50","Shrubland","1","BLM","55","Tuolumne",10868.6584480734
"8","Sierra_Cascades","50","Shrubland","1","BLM","58","Yuba",42.9222049984279
"8","Sierra_Cascades","50","Shrubland","2","DoD","4","Butte",117.42447792316
"8","Sierra_Cascades","50","Shrubland","2","DoD","5","Calaveras",2.2239484455144
"8","Sierra_Cascades","50","Shrubland","2","DoD","10","Fresno",565.550089694312
"8","Sierra_Cascades","50","Shrubland","2","DoD","15","Kern",404.758617083621
"8","Sierra_Cascades","50","Shrubland","2","DoD","20","Madera",2864.6679926671
"8","Sierra_Cascades","50","Shrubland","2","DoD","22","Mariposa",192.816330226098
"8","Sierra_Cascades","50","Shrubland","2","DoD","29","Nevada",93.8506244007077
"8","Sierra_Cascades","50","Shrubland","2","DoD","31","Placer",354.274987370444
"8","Sierra_Cascades","50","Shrubland","2","DoD","50","Stanislaus",15.7900339631522
"8","Sierra_Cascades","50","Shrubland","2","DoD","54","Tulare",730.56706435148
"8","Sierra_Cascades","50","Shrubland","2","DoD","55","Tuolumne",16.4572184968066
"8","Sierra_Cascades","50","Shrubland","2","DoD","58","Yuba",3061.04264040602
"8","Sierra_Cascades","50","Shrubland","3","Easement","2","Alpine",0.22239484455144
"8","Sierra_Cascades","50","Shrubland","3","Easement","3","Amador",50.4836297131769
"8","Sierra_Cascades","50","Shrubland","3","Easement","4","Butte",1852.77144995805
"8","Sierra_Cascades","50","Shrubland","3","Easement","5","Calaveras",4589.56240700807
"8","Sierra_Cascades","50","Shrubland","3","Easement","9","El Dorado",560.879797958732
"8","Sierra_Cascades","50","Shrubland","3","Easement","10","Fresno",2792.16727334333
"8","Sierra_Cascades","50","Shrubland","3","Easement","15","Kern",42038.8526758696
"8","Sierra_Cascades","50","Shrubland","3","Easement","18","Lassen",102.301628493662
"8","Sierra_Cascades","50","Shrubland","3","Easement","19","Los Angeles",137.217619088238
"8","Sierra_Cascades","50","Shrubland","3","Easement","20","Madera",3069.04885480987
"8","Sierra_Cascades","50","Shrubland","3","Easement","22","Mariposa",3626.37033525578
"8","Sierra_Cascades","50","Shrubland","3","Easement","25","Modoc",107.416709918346
"8","Sierra_Cascades","50","Shrubland","3","Easement","26","Mono",99.1881006699422
"8","Sierra_Cascades","50","Shrubland","3","Easement","29","Nevada",945.400484188171
"8","Sierra_Cascades","50","Shrubland","3","Easement","31","Placer",201.044939474502
"8","Sierra_Cascades","50","Shrubland","3","Easement","32","Plumas",11751.1211912535
"8","Sierra_Cascades","50","Shrubland","3","Easement","34","Sacramento",2349.37913784141
"8","Sierra_Cascades","50","Shrubland","3","Easement","45","Shasta",7172.01134193939
"8","Sierra_Cascades","50","Shrubland","3","Easement","46","Sierra",1793.83681615191
"8","Sierra_Cascades","50","Shrubland","3","Easement","47","Siskiyou",6252.40865971918
"8","Sierra_Cascades","50","Shrubland","3","Easement","50","Stanislaus",5.11508142468312
"8","Sierra_Cascades","50","Shrubland","3","Easement","52","Tehama",45540.459503332
"8","Sierra_Cascades","50","Shrubland","3","Easement","54","Tulare",873.789344242608
"8","Sierra_Cascades","50","Shrubland","3","Easement","55","Tuolumne",5.559871113786
"8","Sierra_Cascades","50","Shrubland","3","Easement","58","Yuba",2974.75344072006
"8","Sierra_Cascades","50","Shrubland","4","Local_gov","3","Amador",328.032395713374
"8","Sierra_Cascades","50","Shrubland","4","Local_gov","4","Butte",1806.95811198045
"8","Sierra_Cascades","50","Shrubland","4","Local_gov","5","Calaveras",2012.22855350143
"8","Sierra_Cascades","50","Shrubland","4","Local_gov","9","El Dorado",783.497037354723
"8","Sierra_Cascades","50","Shrubland","4","Local_gov","10","Fresno",59.3794234952345
"8","Sierra_Cascades","50","Shrubland","4","Local_gov","14","Inyo",2457.01824260431
"8","Sierra_Cascades","50","Shrubland","4","Local_gov","15","Kern",60.4913977179917
"8","Sierra_Cascades","50","Shrubland","4","Local_gov","18","Lassen",117.646872767712
"8","Sierra_Cascades","50","Shrubland","4","Local_gov","22","Mariposa",1194.26031524123
"8","Sierra_Cascades","50","Shrubland","4","Local_gov","26","Mono",2918.93233473765
"8","Sierra_Cascades","50","Shrubland","4","Local_gov","29","Nevada",52.7075781586913
"8","Sierra_Cascades","50","Shrubland","4","Local_gov","31","Placer",175.247137506535
"8","Sierra_Cascades","50","Shrubland","4","Local_gov","34","Sacramento",29.800909169893
"8","Sierra_Cascades","50","Shrubland","4","Local_gov","46","Sierra",0.22239484455144
"8","Sierra_Cascades","50","Shrubland","4","Local_gov","47","Siskiyou",154.119627274148
"8","Sierra_Cascades","50","Shrubland","4","Local_gov","50","Stanislaus",128.544220150732
"8","Sierra_Cascades","50","Shrubland","4","Local_gov","54","Tulare",376.736866670139
"8","Sierra_Cascades","50","Shrubland","4","Local_gov","55","Tuolumne",314.243915351185
"8","Sierra_Cascades","50","Shrubland","4","Local_gov","58","Yuba",770.375741526188
"8","Sierra_Cascades","50","Shrubland","5","NPS","10","Fresno",7578.77151262397
"8","Sierra_Cascades","50","Shrubland","5","NPS","14","Inyo",1.33436906730864
"8","Sierra_Cascades","50","Shrubland","5","NPS","18","Lassen",36.917544195539
"8","Sierra_Cascades","50","Shrubland","5","NPS","20","Madera",1032.13447356323
"8","Sierra_Cascades","50","Shrubland","5","NPS","22","Mariposa",2131.8769798701
"8","Sierra_Cascades","50","Shrubland","5","NPS","25","Modoc",869.119052507027
"8","Sierra_Cascades","50","Shrubland","5","NPS","26","Mono",1.33436906730864
"8","Sierra_Cascades","50","Shrubland","5","NPS","32","Plumas",25.797801967967
"8","Sierra_Cascades","50","Shrubland","5","NPS","45","Shasta",572.889119564509
"8","Sierra_Cascades","50","Shrubland","5","NPS","47","Siskiyou",19459.3265034064
"8","Sierra_Cascades","50","Shrubland","5","NPS","52","Tehama",7.56142471474896
"8","Sierra_Cascades","50","Shrubland","5","NPS","54","Tulare",11272.5274857788
"8","Sierra_Cascades","50","Shrubland","5","NPS","55","Tuolumne",8354.03994073029
"8","Sierra_Cascades","50","Shrubland","6","Other_fed","2","Alpine",12563.5295583999
"8","Sierra_Cascades","50","Shrubland","6","Other_fed","3","Amador",949.625986234649
"8","Sierra_Cascades","50","Shrubland","6","Other_fed","4","Butte",61.8257667853003
"8","Sierra_Cascades","50","Shrubland","6","Other_fed","5","Calaveras",5097.06744227445
"8","Sierra_Cascades","50","Shrubland","6","Other_fed","9","El Dorado",3794.50083773667
"8","Sierra_Cascades","50","Shrubland","6","Other_fed","10","Fresno",13739.7758912325
"8","Sierra_Cascades","50","Shrubland","6","Other_fed","14","Inyo",33585.8470293139
"8","Sierra_Cascades","50","Shrubland","6","Other_fed","15","Kern",15878.1023215946
"8","Sierra_Cascades","50","Shrubland","6","Other_fed","18","Lassen",87.8459635978188
"8","Sierra_Cascades","50","Shrubland","6","Other_fed","19","Los Angeles",0.44478968910288
"8","Sierra_Cascades","50","Shrubland","6","Other_fed","20","Madera",4987.8715735997
"8","Sierra_Cascades","50","Shrubland","6","Other_fed","22","Mariposa",87.1787790641645
"8","Sierra_Cascades","50","Shrubland","6","Other_fed","25","Modoc",9.56297831571192
"8","Sierra_Cascades","50","Shrubland","6","Other_fed","26","Mono",14299.5437149685
"8","Sierra_Cascades","50","Shrubland","6","Other_fed","29","Nevada",31.357673081753
"8","Sierra_Cascades","50","Shrubland","6","Other_fed","31","Placer",2179.02468691501
"8","Sierra_Cascades","50","Shrubland","6","Other_fed","32","Plumas",70.0543760337036
"8","Sierra_Cascades","50","Shrubland","6","Other_fed","34","Sacramento",237.517693980938
"8","Sierra_Cascades","50","Shrubland","6","Other_fed","45","Shasta",170.354450926403
"8","Sierra_Cascades","50","Shrubland","6","Other_fed","46","Sierra",0.88957937820576
"8","Sierra_Cascades","50","Shrubland","6","Other_fed","47","Siskiyou",3016.56367149573
"8","Sierra_Cascades","50","Shrubland","6","Other_fed","50","Stanislaus",34.9159905945761
"8","Sierra_Cascades","50","Shrubland","6","Other_fed","52","Tehama",10239.9482225265
"8","Sierra_Cascades","50","Shrubland","6","Other_fed","54","Tulare",37279.3806076242
"8","Sierra_Cascades","50","Shrubland","6","Other_fed","55","Tuolumne",5687.52575455853
"8","Sierra_Cascades","50","Shrubland","6","Other_fed","58","Yuba",18.2363772532181
"8","Sierra_Cascades","50","Shrubland","7","Private","2","Alpine",1335.4810415314
"8","Sierra_Cascades","50","Shrubland","7","Private","3","Amador",43136.371233731
"8","Sierra_Cascades","50","Shrubland","7","Private","4","Butte",36917.3218006945
"8","Sierra_Cascades","50","Shrubland","7","Private","5","Calaveras",92817.3779529217
"8","Sierra_Cascades","50","Shrubland","7","Private","9","El Dorado",48156.7124546352
"8","Sierra_Cascades","50","Shrubland","7","Private","10","Fresno",133384.199152705
"8","Sierra_Cascades","50","Shrubland","7","Private","14","Inyo",1436.00351126865
"8","Sierra_Cascades","50","Shrubland","7","Private","15","Kern",246982.818565047
"8","Sierra_Cascades","50","Shrubland","7","Private","18","Lassen",12359.1486962572
"8","Sierra_Cascades","50","Shrubland","7","Private","19","Los Angeles",431.890788118896
"8","Sierra_Cascades","50","Shrubland","7","Private","20","Madera",139963.528233915
"8","Sierra_Cascades","50","Shrubland","7","Private","22","Mariposa",192949.989527674
"8","Sierra_Cascades","50","Shrubland","7","Private","24","Merced",6081.38702425913
"8","Sierra_Cascades","50","Shrubland","7","Private","25","Modoc",7836.97192714819
"8","Sierra_Cascades","50","Shrubland","7","Private","26","Mono",926.496922401299
"8","Sierra_Cascades","50","Shrubland","7","Private","29","Nevada",15234.2692466182
"8","Sierra_Cascades","50","Shrubland","7","Private","31","Placer",27020.3064284663
"8","Sierra_Cascades","50","Shrubland","7","Private","32","Plumas",26162.9743027205
"8","Sierra_Cascades","50","Shrubland","7","Private","34","Sacramento",13202.4699467962
"8","Sierra_Cascades","50","Shrubland","7","Private","45","Shasta",40309.0655749485
"8","Sierra_Cascades","50","Shrubland","7","Private","46","Sierra",18193.6774430642
"8","Sierra_Cascades","50","Shrubland","7","Private","47","Siskiyou",169950.359493853
"8","Sierra_Cascades","50","Shrubland","7","Private","50","Stanislaus",16274.1875397407
"8","Sierra_Cascades","50","Shrubland","7","Private","52","Tehama",57540.2181307941
"8","Sierra_Cascades","50","Shrubland","7","Private","54","Tulare",202731.359580735
"8","Sierra_Cascades","50","Shrubland","7","Private","55","Tuolumne",76693.7517229423
"8","Sierra_Cascades","50","Shrubland","7","Private","58","Yuba",14460.7799772683
"8","Sierra_Cascades","50","Shrubland","8","State_gov","2","Alpine",640.497152308147
"8","Sierra_Cascades","50","Shrubland","8","State_gov","3","Amador",6.00466080288888
"8","Sierra_Cascades","50","Shrubland","8","State_gov","4","Butte",5648.82905160658
"8","Sierra_Cascades","50","Shrubland","8","State_gov","5","Calaveras",22.239484455144
"8","Sierra_Cascades","50","Shrubland","8","State_gov","9","El Dorado",459.912538532378
"8","Sierra_Cascades","50","Shrubland","8","State_gov","10","Fresno",337.817768873637
"8","Sierra_Cascades","50","Shrubland","8","State_gov","14","Inyo",156.565970564214
"8","Sierra_Cascades","50","Shrubland","8","State_gov","15","Kern",3745.57397193535
"8","Sierra_Cascades","50","Shrubland","8","State_gov","18","Lassen",677.859486192789
"8","Sierra_Cascades","50","Shrubland","8","State_gov","20","Madera",31.1352782372016
"8","Sierra_Cascades","50","Shrubland","8","State_gov","22","Mariposa",18.9035617868724
"8","Sierra_Cascades","50","Shrubland","8","State_gov","25","Modoc",8.67339893750616
"8","Sierra_Cascades","50","Shrubland","8","State_gov","26","Mono",574.001093787267
"8","Sierra_Cascades","50","Shrubland","8","State_gov","29","Nevada",771.932505438048
"8","Sierra_Cascades","50","Shrubland","8","State_gov","31","Placer",60.9361874070946
"8","Sierra_Cascades","50","Shrubland","8","State_gov","32","Plumas",1174.46717407615
"8","Sierra_Cascades","50","Shrubland","8","State_gov","34","Sacramento",242.855170250172
"8","Sierra_Cascades","50","Shrubland","8","State_gov","45","Shasta",869.341447351579
"8","Sierra_Cascades","50","Shrubland","8","State_gov","46","Sierra",2321.13499258338
"8","Sierra_Cascades","50","Shrubland","8","State_gov","47","Siskiyou",8545.29950704453
"8","Sierra_Cascades","50","Shrubland","8","State_gov","50","Stanislaus",0.88957937820576
"8","Sierra_Cascades","50","Shrubland","8","State_gov","52","Tehama",31141.2828980045
"8","Sierra_Cascades","50","Shrubland","8","State_gov","54","Tulare",180.807008620321
"8","Sierra_Cascades","50","Shrubland","8","State_gov","55","Tuolumne",116.090108855852
"8","Sierra_Cascades","50","Shrubland","8","State_gov","58","Yuba",3915.2612383281
"8","Sierra_Cascades","50","Shrubland","9","USFS_nonwild","2","Alpine",14861.7578819945
"8","Sierra_Cascades","50","Shrubland","9","USFS_nonwild","3","Amador",1196.7066585313
"8","Sierra_Cascades","50","Shrubland","9","USFS_nonwild","4","Butte",421.883020114082
"8","Sierra_Cascades","50","Shrubland","9","USFS_nonwild","5","Calaveras",779.049140463694
"8","Sierra_Cascades","50","Shrubland","9","USFS_nonwild","9","El Dorado",3940.83664545152
"8","Sierra_Cascades","50","Shrubland","9","USFS_nonwild","10","Fresno",15536.5038403636
"8","Sierra_Cascades","50","Shrubland","9","USFS_nonwild","14","Inyo",44597.2829675894
"8","Sierra_Cascades","50","Shrubland","9","USFS_nonwild","15","Kern",40276.595927644
"8","Sierra_Cascades","50","Shrubland","9","USFS_nonwild","18","Lassen",23714.6294590537
"8","Sierra_Cascades","50","Shrubland","9","USFS_nonwild","20","Madera",5700.20226069796
"8","Sierra_Cascades","50","Shrubland","9","USFS_nonwild","22","Mariposa",4083.61413565354
"8","Sierra_Cascades","50","Shrubland","9","USFS_nonwild","25","Modoc",89205.4632825617
"8","Sierra_Cascades","50","Shrubland","9","USFS_nonwild","26","Mono",25166.8677939746
"8","Sierra_Cascades","50","Shrubland","9","USFS_nonwild","29","Nevada",4431.43967253199
"8","Sierra_Cascades","50","Shrubland","9","USFS_nonwild","31","Placer",1899.6967621584
"8","Sierra_Cascades","50","Shrubland","9","USFS_nonwild","32","Plumas",27315.6467820306
"8","Sierra_Cascades","50","Shrubland","9","USFS_nonwild","45","Shasta",6366.71960981862
"8","Sierra_Cascades","50","Shrubland","9","USFS_nonwild","46","Sierra",14196.1301122521
"8","Sierra_Cascades","50","Shrubland","9","USFS_nonwild","47","Siskiyou",95038.6576603015
"8","Sierra_Cascades","50","Shrubland","9","USFS_nonwild","52","Tehama",7007.21676212677
"8","Sierra_Cascades","50","Shrubland","9","USFS_nonwild","54","Tulare",12140.3121692186
"8","Sierra_Cascades","50","Shrubland","9","USFS_nonwild","55","Tuolumne",9233.61155093124
"8","Sierra_Cascades","50","Shrubland","9","USFS_nonwild","58","Yuba",171.46642514916
"8","Sierra_Cascades","60","Grassland","1","BLM","2","Alpine",285.7773752486
"8","Sierra_Cascades","60","Grassland","1","BLM","3","Amador",1.33436906730864
"8","Sierra_Cascades","60","Grassland","1","BLM","4","Butte",182.363772532181
"8","Sierra_Cascades","60","Grassland","1","BLM","5","Calaveras",170.132056081852
"8","Sierra_Cascades","60","Grassland","1","BLM","9","El Dorado",292.004430896041
"8","Sierra_Cascades","60","Grassland","1","BLM","10","Fresno",14.678059740395
"8","Sierra_Cascades","60","Grassland","1","BLM","14","Inyo",2072.05276668577
"8","Sierra_Cascades","60","Grassland","1","BLM","15","Kern",12367.8220951947
"8","Sierra_Cascades","60","Grassland","1","BLM","18","Lassen",928.498476002262
"8","Sierra_Cascades","60","Grassland","1","BLM","19","Los Angeles",11.3421370721234
"8","Sierra_Cascades","60","Grassland","1","BLM","22","Mariposa",5577.88509619467
"8","Sierra_Cascades","60","Grassland","1","BLM","25","Modoc",97.4089419135307
"8","Sierra_Cascades","60","Grassland","1","BLM","26","Mono",966.972784109661
"8","Sierra_Cascades","60","Grassland","1","BLM","29","Nevada",17.1244030304609
"8","Sierra_Cascades","60","Grassland","1","BLM","31","Placer",109.418263519308
"8","Sierra_Cascades","60","Grassland","1","BLM","32","Plumas",682.084988239266
"8","Sierra_Cascades","60","Grassland","1","BLM","34","Sacramento",0.22239484455144
"8","Sierra_Cascades","60","Grassland","1","BLM","45","Shasta",1340.15133326698
"8","Sierra_Cascades","60","Grassland","1","BLM","46","Sierra",13.7884803621893
"8","Sierra_Cascades","60","Grassland","1","BLM","47","Siskiyou",423.884573715045
"8","Sierra_Cascades","60","Grassland","1","BLM","52","Tehama",2041.58467298222
