"reg_code","Region","lt_code","Land_Type","own_code","Ownership","cnty_code","County","area_ha"
"1","Central_Coast","50","Shrubland","3","Easement","28","Napa",436.23
"1","Central_Coast","50","Shrubland","3","Easement","35","San Benito",1009.44
"1","Central_Coast","50","Shrubland","3","Easement","40","San Luis Obispo",6105.33
"1","Central_Coast","50","Shrubland","3","Easement","41","San Mateo",1367.64
"1","Central_Coast","50","Shrubland","3","Easement","42","Santa Barbara",7.38
"1","Central_Coast","50","Shrubland","3","Easement","43","Santa Clara",3436.74
"1","Central_Coast","50","Shrubland","3","Easement","44","Santa Cruz",385.65
"1","Central_Coast","50","Shrubland","3","Easement","48","Solano",2038.59
"1","Central_Coast","50","Shrubland","3","Easement","50","Stanislaus",1039.23
"1","Central_Coast","50","Shrubland","4","Local_gov","1","Alameda",3857.49
"1","Central_Coast","50","Shrubland","4","Local_gov","7","Contra Costa",3745.17
"1","Central_Coast","50","Shrubland","4","Local_gov","27","Monterey",2411.55
"1","Central_Coast","50","Shrubland","4","Local_gov","28","Napa",72.09
"1","Central_Coast","50","Shrubland","4","Local_gov","35","San Benito",0.54
"1","Central_Coast","50","Shrubland","4","Local_gov","38","San Francisco",37.53
"1","Central_Coast","50","Shrubland","4","Local_gov","40","San Luis Obispo",1598.04
"1","Central_Coast","50","Shrubland","4","Local_gov","41","San Mateo",2166.48
"1","Central_Coast","50","Shrubland","4","Local_gov","42","Santa Barbara",20.34
"1","Central_Coast","50","Shrubland","4","Local_gov","43","Santa Clara",3593.25
"1","Central_Coast","50","Shrubland","4","Local_gov","44","Santa Cruz",77.85
"1","Central_Coast","50","Shrubland","4","Local_gov","48","Solano",830.97
"1","Central_Coast","50","Shrubland","4","Local_gov","50","Stanislaus",84.51
"1","Central_Coast","50","Shrubland","5","NPS","7","Contra Costa",0.09
"1","Central_Coast","50","Shrubland","5","NPS","27","Monterey",631.71
"1","Central_Coast","50","Shrubland","5","NPS","35","San Benito",5590.98
"1","Central_Coast","50","Shrubland","5","NPS","38","San Francisco",6.75
"1","Central_Coast","50","Shrubland","5","NPS","41","San Mateo",229.68
"1","Central_Coast","50","Shrubland","6","Other_fed","1","Alameda",6.21
"1","Central_Coast","50","Shrubland","6","Other_fed","7","Contra Costa",6.3
"1","Central_Coast","50","Shrubland","6","Other_fed","10","Fresno",20.61
"1","Central_Coast","50","Shrubland","6","Other_fed","15","Kern",1489.14
"1","Central_Coast","50","Shrubland","6","Other_fed","16","Kings",9.09
"1","Central_Coast","50","Shrubland","6","Other_fed","24","Merced",728.73
"1","Central_Coast","50","Shrubland","6","Other_fed","27","Monterey",5507.19
"1","Central_Coast","50","Shrubland","6","Other_fed","35","San Benito",108.54
"1","Central_Coast","50","Shrubland","6","Other_fed","40","San Luis Obispo",8269.11
"1","Central_Coast","50","Shrubland","6","Other_fed","41","San Mateo",0.81
"1","Central_Coast","50","Shrubland","6","Other_fed","42","Santa Barbara",7721.28
"1","Central_Coast","50","Shrubland","6","Other_fed","43","Santa Clara",4.68
"1","Central_Coast","50","Shrubland","6","Other_fed","44","Santa Cruz",15.66
"1","Central_Coast","50","Shrubland","6","Other_fed","48","Solano",0.72
"1","Central_Coast","50","Shrubland","6","Other_fed","50","Stanislaus",0.36
"1","Central_Coast","50","Shrubland","7","Private","1","Alameda",9270
"1","Central_Coast","50","Shrubland","7","Private","7","Contra Costa",4231.08
"1","Central_Coast","50","Shrubland","7","Private","10","Fresno",13515.75
"1","Central_Coast","50","Shrubland","7","Private","15","Kern",9891.81
"1","Central_Coast","50","Shrubland","7","Private","16","Kings",2601.81
"1","Central_Coast","50","Shrubland","7","Private","24","Merced",8424.36
"1","Central_Coast","50","Shrubland","7","Private","27","Monterey",78557.13
"1","Central_Coast","50","Shrubland","7","Private","28","Napa",2762.73
"1","Central_Coast","50","Shrubland","7","Private","35","San Benito",56011.41
"1","Central_Coast","50","Shrubland","7","Private","38","San Francisco",16.2
"1","Central_Coast","50","Shrubland","7","Private","39","San Joaquin",2409.3
"1","Central_Coast","50","Shrubland","7","Private","40","San Luis Obispo",70346.79
"1","Central_Coast","50","Shrubland","7","Private","41","San Mateo",4437.27
"1","Central_Coast","50","Shrubland","7","Private","42","Santa Barbara",16689.33
"1","Central_Coast","50","Shrubland","7","Private","43","Santa Clara",22472.28
"1","Central_Coast","50","Shrubland","7","Private","44","Santa Cruz",1991.16
"1","Central_Coast","50","Shrubland","7","Private","48","Solano",9180.36
"1","Central_Coast","50","Shrubland","7","Private","50","Stanislaus",8538.39
"1","Central_Coast","50","Shrubland","7","Private","56","Ventura",48.15
"1","Central_Coast","50","Shrubland","8","State_gov","1","Alameda",465.93
"1","Central_Coast","50","Shrubland","8","State_gov","7","Contra Costa",1987.38
"1","Central_Coast","50","Shrubland","8","State_gov","10","Fresno",386.19
"1","Central_Coast","50","Shrubland","8","State_gov","15","Kern",9.72
"1","Central_Coast","50","Shrubland","8","State_gov","24","Merced",479.25
"1","Central_Coast","50","Shrubland","8","State_gov","27","Monterey",1345.95
"1","Central_Coast","50","Shrubland","8","State_gov","28","Napa",12.15
"1","Central_Coast","50","Shrubland","8","State_gov","35","San Benito",654.57
"1","Central_Coast","50","Shrubland","8","State_gov","39","San Joaquin",26.46
"1","Central_Coast","50","Shrubland","8","State_gov","40","San Luis Obispo",5926.59
"1","Central_Coast","50","Shrubland","8","State_gov","41","San Mateo",761.76
"1","Central_Coast","50","Shrubland","8","State_gov","42","Santa Barbara",1.62
"1","Central_Coast","50","Shrubland","8","State_gov","43","Santa Clara",3385.08
"1","Central_Coast","50","Shrubland","8","State_gov","44","Santa Cruz",495.9
"1","Central_Coast","50","Shrubland","8","State_gov","48","Solano",72.45
"1","Central_Coast","50","Shrubland","8","State_gov","50","Stanislaus",554.4
"1","Central_Coast","50","Shrubland","9","USFS_nonwild","27","Monterey",2101.41
"1","Central_Coast","50","Shrubland","9","USFS_nonwild","40","San Luis Obispo",24606.81
"1","Central_Coast","50","Shrubland","9","USFS_nonwild","42","Santa Barbara",13666.41
"1","Central_Coast","50","Shrubland","9","USFS_nonwild","56","Ventura",1896.39
"1","Central_Coast","60","Grassland","1","BLM","7","Contra Costa",0.09
"1","Central_Coast","60","Grassland","1","BLM","10","Fresno",18058.05
"1","Central_Coast","60","Grassland","1","BLM","15","Kern",3151.53
"1","Central_Coast","60","Grassland","1","BLM","16","Kings",1518.48
"1","Central_Coast","60","Grassland","1","BLM","24","Merced",590.85
"1","Central_Coast","60","Grassland","1","BLM","27","Monterey",2471.49
"1","Central_Coast","60","Grassland","1","BLM","35","San Benito",7332.84
"1","Central_Coast","60","Grassland","1","BLM","40","San Luis Obispo",32172.57
"1","Central_Coast","60","Grassland","1","BLM","42","Santa Barbara",402.12
"1","Central_Coast","60","Grassland","1","BLM","43","Santa Clara",55.08
"1","Central_Coast","60","Grassland","1","BLM","44","Santa Cruz",0.09
"1","Central_Coast","60","Grassland","1","BLM","50","Stanislaus",94.5
"1","Central_Coast","60","Grassland","2","DoD","1","Alameda",705.87
"1","Central_Coast","60","Grassland","2","DoD","7","Contra Costa",1173.15
"1","Central_Coast","60","Grassland","2","DoD","27","Monterey",28565.28
"1","Central_Coast","60","Grassland","2","DoD","35","San Benito",64.53
"1","Central_Coast","60","Grassland","2","DoD","39","San Joaquin",2025.09
"1","Central_Coast","60","Grassland","2","DoD","40","San Luis Obispo",5861.7
"1","Central_Coast","60","Grassland","2","DoD","44","Santa Cruz",0.36
"1","Central_Coast","60","Grassland","2","DoD","48","Solano",227.52
"1","Central_Coast","60","Grassland","3","Easement","1","Alameda",584.28
"1","Central_Coast","60","Grassland","3","Easement","7","Contra Costa",1431.99
"1","Central_Coast","60","Grassland","3","Easement","10","Fresno",289.89
"1","Central_Coast","60","Grassland","3","Easement","24","Merced",7206.3
"1","Central_Coast","60","Grassland","3","Easement","27","Monterey",9037.89
"1","Central_Coast","60","Grassland","3","Easement","28","Napa",27.63
"1","Central_Coast","60","Grassland","3","Easement","35","San Benito",306.45
"1","Central_Coast","60","Grassland","3","Easement","40","San Luis Obispo",8813.07
"1","Central_Coast","60","Grassland","3","Easement","41","San Mateo",2149.38
"1","Central_Coast","60","Grassland","3","Easement","42","Santa Barbara",14.85
"1","Central_Coast","60","Grassland","3","Easement","43","Santa Clara",5055.21
"1","Central_Coast","60","Grassland","3","Easement","44","Santa Cruz",764.91
"1","Central_Coast","60","Grassland","3","Easement","48","Solano",340.74
"1","Central_Coast","60","Grassland","3","Easement","50","Stanislaus",9181.89
"1","Central_Coast","60","Grassland","4","Local_gov","1","Alameda",10238.85
"1","Central_Coast","60","Grassland","4","Local_gov","7","Contra Costa",15750.99
"1","Central_Coast","60","Grassland","4","Local_gov","10","Fresno",9.45
"1","Central_Coast","60","Grassland","4","Local_gov","27","Monterey",2361.78
"1","Central_Coast","60","Grassland","4","Local_gov","28","Napa",12.15
"1","Central_Coast","60","Grassland","4","Local_gov","35","San Benito",1.08
"1","Central_Coast","60","Grassland","4","Local_gov","38","San Francisco",19.89
"1","Central_Coast","60","Grassland","4","Local_gov","40","San Luis Obispo",999.09
"1","Central_Coast","60","Grassland","4","Local_gov","41","San Mateo",2178.09
"1","Central_Coast","60","Grassland","4","Local_gov","42","Santa Barbara",45.63
"1","Central_Coast","60","Grassland","4","Local_gov","43","Santa Clara",6547.41
"1","Central_Coast","60","Grassland","4","Local_gov","44","Santa Cruz",200.97
"1","Central_Coast","60","Grassland","4","Local_gov","48","Solano",472.77
"1","Central_Coast","60","Grassland","4","Local_gov","50","Stanislaus",836.82
"1","Central_Coast","60","Grassland","5","NPS","7","Contra Costa",37.35
"1","Central_Coast","60","Grassland","5","NPS","27","Monterey",183.33
"1","Central_Coast","60","Grassland","5","NPS","35","San Benito",934.38
"1","Central_Coast","60","Grassland","5","NPS","38","San Francisco",3.06
"1","Central_Coast","60","Grassland","5","NPS","41","San Mateo",166.5
"1","Central_Coast","60","Grassland","6","Other_fed","1","Alameda",136.62
"1","Central_Coast","60","Grassland","6","Other_fed","7","Contra Costa",68.85
"1","Central_Coast","60","Grassland","6","Other_fed","10","Fresno",8.82
"1","Central_Coast","60","Grassland","6","Other_fed","15","Kern",1089.99
"1","Central_Coast","60","Grassland","6","Other_fed","16","Kings",0.63
"1","Central_Coast","60","Grassland","6","Other_fed","24","Merced",2731.05
"1","Central_Coast","60","Grassland","6","Other_fed","27","Monterey",48686.76
"1","Central_Coast","60","Grassland","6","Other_fed","35","San Benito",130.41
"1","Central_Coast","60","Grassland","6","Other_fed","40","San Luis Obispo",1050.93
"1","Central_Coast","60","Grassland","6","Other_fed","41","San Mateo",133.11
"1","Central_Coast","60","Grassland","6","Other_fed","42","Santa Barbara",19855.98
"1","Central_Coast","60","Grassland","6","Other_fed","43","Santa Clara",103.14
"1","Central_Coast","60","Grassland","6","Other_fed","44","Santa Cruz",13.23
"1","Central_Coast","60","Grassland","6","Other_fed","48","Solano",0.72
"1","Central_Coast","60","Grassland","6","Other_fed","50","Stanislaus",4.77
"1","Central_Coast","60","Grassland","7","Private","1","Alameda",38274.66
"1","Central_Coast","60","Grassland","7","Private","7","Contra Costa",23087.25
"1","Central_Coast","60","Grassland","7","Private","10","Fresno",48121.11
"1","Central_Coast","60","Grassland","7","Private","15","Kern",30670.02
"1","Central_Coast","60","Grassland","7","Private","16","Kings",31660.02
"1","Central_Coast","60","Grassland","7","Private","24","Merced",53068.05
"1","Central_Coast","60","Grassland","7","Private","27","Monterey",158728.77
"1","Central_Coast","60","Grassland","7","Private","28","Napa",583.47
"1","Central_Coast","60","Grassland","7","Private","35","San Benito",116549.82
"1","Central_Coast","60","Grassland","7","Private","38","San Francisco",4.86
"1","Central_Coast","60","Grassland","7","Private","39","San Joaquin",11871
"1","Central_Coast","60","Grassland","7","Private","40","San Luis Obispo",225661.77
"1","Central_Coast","60","Grassland","7","Private","41","San Mateo",5867.19
"1","Central_Coast","60","Grassland","7","Private","42","Santa Barbara",20740.05
"1","Central_Coast","60","Grassland","7","Private","43","Santa Clara",43722.45
"1","Central_Coast","60","Grassland","7","Private","44","Santa Cruz",6031.35
"1","Central_Coast","60","Grassland","7","Private","48","Solano",4828.05
"1","Central_Coast","60","Grassland","7","Private","50","Stanislaus",45078.39
"1","Central_Coast","60","Grassland","7","Private","56","Ventura",3.69
"1","Central_Coast","60","Grassland","8","State_gov","1","Alameda",1534.86
"1","Central_Coast","60","Grassland","8","State_gov","7","Contra Costa",2575.08
"1","Central_Coast","60","Grassland","8","State_gov","10","Fresno",331.2
"1","Central_Coast","60","Grassland","8","State_gov","15","Kern",35.73
"1","Central_Coast","60","Grassland","8","State_gov","24","Merced",4030.38
"1","Central_Coast","60","Grassland","8","State_gov","27","Monterey",1751.94
"1","Central_Coast","60","Grassland","8","State_gov","28","Napa",0.72
"1","Central_Coast","60","Grassland","8","State_gov","35","San Benito",486.36
"1","Central_Coast","60","Grassland","8","State_gov","39","San Joaquin",339.75
"1","Central_Coast","60","Grassland","8","State_gov","40","San Luis Obispo",8323.65
"1","Central_Coast","60","Grassland","8","State_gov","41","San Mateo",494.28
"1","Central_Coast","60","Grassland","8","State_gov","42","Santa Barbara",4.5
"1","Central_Coast","60","Grassland","8","State_gov","43","Santa Clara",7990.92
"1","Central_Coast","60","Grassland","8","State_gov","44","Santa Cruz",1303.56
"1","Central_Coast","60","Grassland","8","State_gov","48","Solano",7.29
"1","Central_Coast","60","Grassland","8","State_gov","50","Stanislaus",6301.8
"1","Central_Coast","60","Grassland","9","USFS_nonwild","27","Monterey",6002.64
"1","Central_Coast","60","Grassland","9","USFS_nonwild","40","San Luis Obispo",4817.07
"1","Central_Coast","60","Grassland","9","USFS_nonwild","42","Santa Barbara",14591.79
"1","Central_Coast","60","Grassland","9","USFS_nonwild","56","Ventura",322.65
"1","Central_Coast","70","Savanna","1","BLM","7","Contra Costa",0.27
"1","Central_Coast","70","Savanna","1","BLM","10","Fresno",12040.29
"1","Central_Coast","70","Savanna","1","BLM","15","Kern",200.16
"1","Central_Coast","70","Savanna","1","BLM","16","Kings",107.37
"1","Central_Coast","70","Savanna","1","BLM","24","Merced",37.44
"1","Central_Coast","70","Savanna","1","BLM","27","Monterey",2493.27
"1","Central_Coast","70","Savanna","1","BLM","35","San Benito",9794.97
"1","Central_Coast","70","Savanna","1","BLM","40","San Luis Obispo",1463.94
"1","Central_Coast","70","Savanna","1","BLM","41","San Mateo",0.9
"1","Central_Coast","70","Savanna","1","BLM","42","Santa Barbara",126.09
"1","Central_Coast","70","Savanna","1","BLM","43","Santa Clara",53.1
"1","Central_Coast","70","Savanna","1","BLM","50","Stanislaus",18.99
"1","Central_Coast","70","Savanna","2","DoD","1","Alameda",1.62
"1","Central_Coast","70","Savanna","2","DoD","7","Contra Costa",1.8
"1","Central_Coast","70","Savanna","2","DoD","27","Monterey",6975.54
"1","Central_Coast","70","Savanna","2","DoD","35","San Benito",0.45
"1","Central_Coast","70","Savanna","2","DoD","39","San Joaquin",0.9
"1","Central_Coast","70","Savanna","2","DoD","40","San Luis Obispo",1250.1
"1","Central_Coast","70","Savanna","2","DoD","44","Santa Cruz",15.12
"1","Central_Coast","70","Savanna","2","DoD","48","Solano",1.08
"1","Central_Coast","70","Savanna","3","Easement","1","Alameda",7.11
"1","Central_Coast","70","Savanna","3","Easement","7","Contra Costa",267.3
"1","Central_Coast","70","Savanna","3","Easement","10","Fresno",1393.02
"1","Central_Coast","70","Savanna","3","Easement","24","Merced",246.24
"1","Central_Coast","70","Savanna","3","Easement","27","Monterey",4502.16
"1","Central_Coast","70","Savanna","3","Easement","28","Napa",17.1
"1","Central_Coast","70","Savanna","3","Easement","35","San Benito",113.67
"1","Central_Coast","70","Savanna","3","Easement","38","San Francisco",0.09
"1","Central_Coast","70","Savanna","3","Easement","40","San Luis Obispo",3400.74
"1","Central_Coast","70","Savanna","3","Easement","41","San Mateo",240.39
"1","Central_Coast","70","Savanna","3","Easement","42","Santa Barbara",0.72
"1","Central_Coast","70","Savanna","3","Easement","43","Santa Clara",2513.16
"1","Central_Coast","70","Savanna","3","Easement","44","Santa Cruz",2090.52
"1","Central_Coast","70","Savanna","3","Easement","48","Solano",194.49
"1","Central_Coast","70","Savanna","3","Easement","50","Stanislaus",727.38
"1","Central_Coast","70","Savanna","4","Local_gov","1","Alameda",2890.08
